time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,classtype,size,number_of_classes,number_of_pupils,average_class_size
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Secondary,1 to 30,773,15859,20.51617076
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Secondary,31 to 35,54,1718,31.81481481
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Secondary,36 plus,2,74,37
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Secondary,Total,829,17651,21.29191797
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Infant (Reception plus KS1),1 to 30,538,14846,27.59479554
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Infant (Reception plus KS1),31 to 35,15,466,31.06666667
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Infant (Reception plus KS1),Total,553,15312,27.68896926
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,KS2,1 to 30,625,17355,27.768
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,KS2,31 to 35,112,3531,31.52678571
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,KS2,36 plus,2,73,36.5
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,KS2,Total,739,20959,28.36129905
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary,1 to 30,1343,35910,26.73864483
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary,31 to 35,131,4137,31.58015267
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary,36 plus,15,598,39.86666667
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary,Total,1489,40645,27.29684352
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Secondary,1 to 30,1260,27439,21.77698413
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Secondary,31 to 35,147,4683,31.85714286
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Secondary,36 plus,3,117,39
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Secondary,Total,1410,32239,22.86453901
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Infant (Reception plus KS1),1 to 30,678,18507,27.29646018
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Infant (Reception plus KS1),31 to 35,50,1554,31.08
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Infant (Reception plus KS1),Total,728,20061,27.55631868
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,KS2,1 to 30,817,22751,27.84700122
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,KS2,31 to 35,143,4484,31.35664336
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,KS2,36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,KS2,Total,960,27235,28.36979167
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary,1 to 30,1646,43535,26.44896719
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary,31 to 35,219,6866,31.35159817
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary,36 plus,8,306,38.25
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary,Total,1873,50707,27.07261078
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Secondary,1 to 30,1660,34836,20.98554217
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Secondary,31 to 35,114,3585,31.44736842
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Secondary,36 plus,4,225,56.25
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Secondary,Total,1778,38646,21.73565804
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Infant (Reception plus KS1),1 to 30,254,6276,24.70866142
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Infant (Reception plus KS1),31 to 35,5,155,31
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Infant (Reception plus KS1),Total,259,6431,24.83011583
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,KS2,1 to 30,327,8386,25.64525994
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,KS2,31 to 35,39,1237,31.71794872
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,KS2,36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,KS2,Total,366,9623,26.29234973
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary,1 to 30,630,15576,24.72380952
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary,31 to 35,50,1586,31.72
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary,36 plus,6,245,40.83333333
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary,Total,686,17407,25.37463557
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Secondary,1 to 30,636,13911,21.87264151
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Secondary,31 to 35,48,1506,31.375
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Secondary,36 plus,2,101,50.5
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Secondary,Total,686,15518,22.62099125
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Infant (Reception plus KS1),1 to 30,483,12853,26.61076605
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Infant (Reception plus KS1),31 to 35,11,343,31.18181818
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Infant (Reception plus KS1),Total,494,13196,26.71255061
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,KS2,1 to 30,557,15392,27.63375224
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,KS2,31 to 35,137,4394,32.0729927
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,KS2,36 plus,6,217,36.16666667
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,KS2,Total,700,20003,28.57571429
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary,1 to 30,1116,29916,26.80645161
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary,31 to 35,156,4987,31.96794872
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary,36 plus,17,654,38.47058824
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary,Total,1289,35557,27.58494957
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Secondary,1 to 30,1045,23225,22.22488038
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Secondary,31 to 35,96,3059,31.86458333
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Secondary,36 plus,3,114,38
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Secondary,Total,1144,26398,23.07517483
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Infant (Reception plus KS1),1 to 30,828,22909,27.6678744
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Infant (Reception plus KS1),31 to 35,49,1530,31.2244898
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Infant (Reception plus KS1),36 plus,2,84,42
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Infant (Reception plus KS1),Total,879,24523,27.89874858
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,KS2,1 to 30,1014,28343,27.95167653
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,KS2,31 to 35,158,4956,31.36708861
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,KS2,36 plus,2,74,37
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,KS2,Total,1174,33373,28.42674617
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary,1 to 30,2087,56215,26.935793
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary,31 to 35,230,7228,31.42608696
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary,36 plus,29,1256,43.31034483
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary,Total,2346,64699,27.57843137
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Secondary,1 to 30,1949,42188,21.64597229
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Secondary,31 to 35,195,6179,31.68717949
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Secondary,36 plus,4,302,75.5
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Secondary,Total,2148,48669,22.65782123
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Infant (Reception plus KS1),1 to 30,406,10839,26.69704433
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Infant (Reception plus KS1),31 to 35,15,467,31.13333333
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Infant (Reception plus KS1),Total,421,11306,26.85510689
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,KS2,1 to 30,504,14061,27.89880952
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,KS2,31 to 35,64,2028,31.6875
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,KS2,36 plus,2,73,36.5
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,KS2,Total,570,16162,28.35438596
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Primary,1 to 30,1009,26627,26.38949455
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Primary,31 to 35,88,2787,31.67045455
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Primary,36 plus,10,386,38.6
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Primary,Total,1107,29800,26.91960253
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Secondary,1 to 30,750,16638,22.184
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Secondary,31 to 35,99,3152,31.83838384
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Secondary,36 plus,7,289,41.28571429
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Secondary,Total,856,20079,23.4567757
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Infant (Reception plus KS1),1 to 30,313,7966,25.45047923
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Infant (Reception plus KS1),31 to 35,14,446,31.85714286
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Infant (Reception plus KS1),Total,327,8412,25.72477064
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",KS2,1 to 30,389,10175,26.15681234
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",KS2,31 to 35,59,1855,31.44067797
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",KS2,36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",KS2,Total,448,12030,26.85267857
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Primary,1 to 30,768,19403,25.26432292
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Primary,31 to 35,86,2724,31.6744186
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Primary,36 plus,14,611,43.64285714
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Primary,Total,868,22738,26.19585253
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Secondary,1 to 30,588,12784,21.7414966
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Secondary,31 to 35,58,1841,31.74137931
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Secondary,36 plus,5,183,36.6
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Secondary,Total,651,14808,22.74654378
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Infant (Reception plus KS1),1 to 30,302,7406,24.52317881
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Infant (Reception plus KS1),31 to 35,18,569,31.61111111
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Infant (Reception plus KS1),Total,320,7975,24.921875
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,KS2,1 to 30,398,9992,25.10552764
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,KS2,31 to 35,74,2373,32.06756757
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,KS2,36 plus,5,183,36.6
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,KS2,Total,477,12548,26.30607966
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Primary,1 to 30,803,19514,24.30136986
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Primary,31 to 35,97,3100,31.95876289
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Primary,36 plus,10,414,41.4
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Primary,Total,910,23028,25.30549451
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Secondary,1 to 30,735,15673,21.32380952
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Secondary,31 to 35,88,2786,31.65909091
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Secondary,36 plus,3,124,41.33333333
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Secondary,Total,826,18583,22.49757869
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Infant (Reception plus KS1),1 to 30,208,5258,25.27884615
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Infant (Reception plus KS1),31 to 35,3,94,31.33333333
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Infant (Reception plus KS1),Total,211,5352,25.36492891
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,KS2,1 to 30,232,5923,25.53017241
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,KS2,31 to 35,35,1122,32.05714286
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,KS2,36 plus,6,218,36.33333333
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,KS2,Total,273,7263,26.6043956
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Primary,1 to 30,490,12056,24.60408163
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Primary,31 to 35,41,1309,31.92682927
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Primary,36 plus,7,264,37.71428571
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Primary,Total,538,13629,25.33271375
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Secondary,1 to 30,376,7925,21.07712766
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Secondary,31 to 35,28,883,31.53571429
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Secondary,Total,404,8808,21.8019802
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Infant (Reception plus KS1),1 to 30,179,4393,24.54189944
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Infant (Reception plus KS1),31 to 35,6,190,31.66666667
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Infant (Reception plus KS1),Total,185,4583,24.77297297
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,KS2,1 to 30,205,5303,25.86829268
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,KS2,31 to 35,53,1702,32.11320755
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,KS2,36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,KS2,Total,258,7005,27.15116279
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Primary,1 to 30,434,10774,24.82488479
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Primary,31 to 35,64,2055,32.109375
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Primary,36 plus,2,78,39
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Primary,Total,500,12907,25.814
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Secondary,1 to 30,403,8717,21.63027295
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Secondary,31 to 35,35,1098,31.37142857
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Secondary,36 plus,1,37,37
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Secondary,Total,439,9852,22.44191344
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Infant (Reception plus KS1),1 to 30,556,13247,23.82553957
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Infant (Reception plus KS1),31 to 35,18,561,31.16666667
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Infant (Reception plus KS1),Total,574,13808,24.05574913
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,KS2,1 to 30,692,16569,23.94364162
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,KS2,31 to 35,156,5008,32.1025641
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,KS2,36 plus,3,111,37
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,KS2,Total,851,21688,25.4853114
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Primary,1 to 30,1502,35084,23.35818908
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Primary,31 to 35,182,5831,32.03846154
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Primary,36 plus,8,302,37.75
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Primary,Total,1692,41217,24.35992908
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Secondary,1 to 30,1403,29149,20.77619387
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Secondary,31 to 35,139,4416,31.76978417
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Secondary,36 plus,5,220,44
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Secondary,Total,1547,33785,21.83904331
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Infant (Reception plus KS1),1 to 30,188,4801,25.53723404
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Infant (Reception plus KS1),31 to 35,2,64,32
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Infant (Reception plus KS1),Total,190,4865,25.60526316
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,KS2,1 to 30,217,5758,26.53456221
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,KS2,31 to 35,51,1626,31.88235294
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,KS2,36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,KS2,Total,268,7384,27.55223881
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Primary,1 to 30,435,11136,25.6
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Primary,31 to 35,64,2046,31.96875
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Primary,36 plus,1,60,60
