time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,classtype,size,number_of_classes,number_of_pupils,average_class_size
202324,Academic year,Local authority,E92000001,England,E12000007,London,306,E09000008,Croydon,Secondary,1 to 30,836,18208,21.77990431
202324,Academic year,Local authority,E92000001,England,E12000007,London,306,E09000008,Croydon,Secondary,31 to 35,86,2717,31.59302326
202324,Academic year,Local authority,E92000001,England,E12000007,London,306,E09000008,Croydon,Secondary,36 plus,4,189,47.25
202324,Academic year,Local authority,E92000001,England,E12000007,London,306,E09000008,Croydon,Secondary,Total,926,21114,22.8012959
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Infant (Reception plus KS1),1 to 30,399,11050,27.69423559
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Infant (Reception plus KS1),31 to 35,5,157,31.4
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Infant (Reception plus KS1),Total,404,11207,27.74009901
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,KS2,1 to 30,492,13579,27.5995935
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,KS2,31 to 35,46,1458,31.69565217
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,KS2,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,KS2,Total,538,15037,27.94981413
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Primary,1 to 30,984,26060,26.48373984
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Primary,31 to 35,54,1717,31.7962963
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Primary,36 plus,2,155,77.5
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Primary,Total,1040,27932,26.85769231
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Secondary,1 to 30,891,19126,21.4657688
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Secondary,31 to 35,59,1866,31.62711864
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Secondary,36 plus,4,188,47
202324,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Secondary,Total,954,21180,22.20125786
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Infant (Reception plus KS1),1 to 30,407,11018,27.07125307
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Infant (Reception plus KS1),31 to 35,8,248,31
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Infant (Reception plus KS1),Total,415,11266,27.14698795
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,KS2,1 to 30,524,14274,27.24045802
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,KS2,31 to 35,57,1785,31.31578947
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,KS2,36 plus,1,36,36
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,KS2,Total,582,16095,27.65463918
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Primary,1 to 30,972,25495,26.22942387
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Primary,31 to 35,63,1979,31.41269841
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Primary,36 plus,5,216,43.2
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Primary,Total,1040,27690,26.625
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Secondary,1 to 30,876,18303,20.89383562
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Secondary,31 to 35,119,3771,31.68907563
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Secondary,36 plus,4,172,43
202324,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Secondary,Total,999,22246,22.26826827
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,Infant (Reception plus KS1),1 to 30,282,7521,26.67021277
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,Infant (Reception plus KS1),31 to 35,4,127,31.75
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,Infant (Reception plus KS1),Total,286,7648,26.74125874
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,KS2,1 to 30,380,10057,26.46578947
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,KS2,31 to 35,12,380,31.66666667
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,KS2,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,KS2,Total,392,10437,26.625
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,Primary,1 to 30,695,18043,25.96115108
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,Primary,31 to 35,23,743,32.30434783
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,Primary,36 plus,5,187,37.4
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,Primary,Total,723,18973,26.24204703
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,Secondary,1 to 30,674,14464,21.45994065
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,Secondary,31 to 35,16,505,31.5625
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,Secondary,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,Secondary,Total,690,14969,21.6942029
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Infant (Reception plus KS1),1 to 30,273,7932,29.05494505
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Infant (Reception plus KS1),31 to 35,26,810,31.15384615
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Infant (Reception plus KS1),Total,299,8742,29.23745819
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,KS2,1 to 30,389,11074,28.46786632
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,KS2,31 to 35,15,467,31.13333333
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,KS2,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,KS2,Total,404,11541,28.56683168
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Primary,1 to 30,680,19139,28.14558824
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Primary,31 to 35,41,1277,31.14634146
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Primary,36 plus,1,39,39
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Primary,Total,722,20455,28.33102493
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Secondary,1 to 30,630,14111,22.3984127
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Secondary,31 to 35,26,821,31.57692308
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Secondary,36 plus,2,124,62
202324,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Secondary,Total,658,15056,22.88145897
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,Infant (Reception plus KS1),1 to 30,284,8218,28.93661972
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,Infant (Reception plus KS1),31 to 35,33,1024,31.03030303
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,Infant (Reception plus KS1),Total,317,9242,29.15457413
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,KS2,1 to 30,376,10873,28.91755319
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,KS2,31 to 35,56,1741,31.08928571
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,KS2,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,KS2,Total,432,12614,29.19907407
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,Primary,1 to 30,695,19807,28.49928058
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,Primary,31 to 35,93,2893,31.10752688
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,Primary,36 plus,6,257,42.83333333
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,Primary,Total,794,22957,28.91309824
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,Secondary,1 to 30,661,14579,22.05597579
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,Secondary,31 to 35,59,1860,31.52542373
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,Secondary,36 plus,1,36,36
202324,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,Secondary,Total,721,16475,22.85020804
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,Infant (Reception plus KS1),1 to 30,388,10705,27.59020619
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,Infant (Reception plus KS1),31 to 35,6,188,31.33333333
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,Infant (Reception plus KS1),Total,394,10893,27.64720812
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,KS2,1 to 30,502,13839,27.56772908
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,KS2,31 to 35,19,592,31.15789474
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,KS2,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,KS2,Total,521,14431,27.69865643
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,Primary,1 to 30,986,25857,26.22413793
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,Primary,31 to 35,31,973,31.38709677
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,Primary,36 plus,2,79,39.5
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,Primary,Total,1019,26909,26.40726202
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,Secondary,1 to 30,851,18451,21.68155112
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,Secondary,31 to 35,66,2080,31.51515152
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,Secondary,36 plus,3,222,74
202324,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,Secondary,Total,920,20753,22.5576087
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,Infant (Reception plus KS1),1 to 30,301,8426,27.99335548
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,Infant (Reception plus KS1),31 to 35,6,187,31.16666667
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,Infant (Reception plus KS1),Total,307,8613,28.05537459
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,KS2,1 to 30,404,11136,27.56435644
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,KS2,31 to 35,29,910,31.37931034
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,KS2,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,KS2,Total,433,12046,27.81986143
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,Primary,1 to 30,728,19614,26.94230769
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,Primary,31 to 35,37,1166,31.51351351
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,Primary,36 plus,4,151,37.75
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,Primary,Total,769,20931,27.21846554
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,Secondary,1 to 30,801,16918,21.12109863
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,Secondary,31 to 35,84,2658,31.64285714
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,Secondary,36 plus,5,256,51.2
202324,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,Secondary,Total,890,19832,22.28314607
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Infant (Reception plus KS1),1 to 30,170,4669,27.46470588
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Infant (Reception plus KS1),31 to 35,6,187,31.16666667
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Infant (Reception plus KS1),Total,176,4856,27.59090909
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,KS2,1 to 30,215,6108,28.40930233
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,KS2,31 to 35,25,785,31.4
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,KS2,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,KS2,Total,240,6893,28.72083333
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Primary,1 to 30,413,11203,27.12590799
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Primary,31 to 35,33,1037,31.42424242
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Primary,36 plus,2,76,38
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Primary,Total,448,12316,27.49107143
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Secondary,1 to 30,453,8543,18.85871965
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Secondary,31 to 35,100,3160,31.6
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Secondary,36 plus,2,149,74.5
202324,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Secondary,Total,555,11852,21.35495495
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Infant (Reception plus KS1),1 to 30,208,5487,26.37980769
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Infant (Reception plus KS1),31 to 35,4,124,31
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Infant (Reception plus KS1),Total,212,5611,26.46698113
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,KS2,1 to 30,288,7386,25.64583333
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,KS2,31 to 35,14,453,32.35714286
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,KS2,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,KS2,Total,302,7839,25.95695364
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Primary,1 to 30,575,14061,24.45391304
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Primary,31 to 35,18,577,32.05555556
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Primary,36 plus,2,91,45.5
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Primary,Total,595,14729,24.75462185
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Secondary,1 to 30,437,9040,20.68649886
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Secondary,31 to 35,44,1393,31.65909091
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Secondary,36 plus,2,91,45.5
202324,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Secondary,Total,483,10524,21.78881988
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Infant (Reception plus KS1),1 to 30,482,12918,26.80082988
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Infant (Reception plus KS1),31 to 35,2,62,31
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Infant (Reception plus KS1),Total,484,12980,26.81818182
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,KS2,1 to 30,617,16651,26.98703404
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,KS2,31 to 35,18,572,31.77777778
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,KS2,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,KS2,Total,635,17223,27.12283465
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Primary,1 to 30,1154,29839,25.85701906
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Primary,31 to 35,20,641,32.05
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Primary,36 plus,1,40,40
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Primary,Total,1175,30520,25.97446809
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Secondary,1 to 30,1105,24460,22.13574661
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Secondary,31 to 35,71,2256,31.77464789
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Secondary,36 plus,5,255,51
202324,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Secondary,Total,1181,26971,22.83742591
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,Infant (Reception plus KS1),1 to 30,391,11236,28.73657289
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,Infant (Reception plus KS1),31 to 35,10,311,31.1
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,Infant (Reception plus KS1),Total,401,11547,28.79551122
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,KS2,1 to 30,526,14983,28.48479087
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,KS2,31 to 35,30,934,31.13333333
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,KS2,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,KS2,Total,556,15917,28.62769784
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,Primary,1 to 30,891,24813,27.84848485
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,Primary,31 to 35,41,1284,31.31707317
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,Primary,36 plus,8,312,39
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,Primary,Total,940,26409,28.09468085
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,Secondary,1 to 30,1018,22862,22.45776031
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,Secondary,31 to 35,93,2932,31.52688172
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,Secondary,36 plus,6,287,47.83333333
202324,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,Secondary,Total,1117,26081,23.34914951
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,Infant (Reception plus KS1),1 to 30,202,5533,27.39108911
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,Infant (Reception plus KS1),31 to 35,3,94,31.33333333
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,Infant (Reception plus KS1),Total,205,5627,27.44878049
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,KS2,1 to 30,285,7839,27.50526316
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,KS2,31 to 35,15,472,31.46666667
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,KS2,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,KS2,Total,300,8311,27.70333333
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,Primary,1 to 30,511,13759,26.92563601
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,Primary,31 to 35,19,598,31.47368421
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,Primary,36 plus,3,131,43.66666667
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,Primary,Total,533,14488,27.18198874
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,Secondary,1 to 30,388,8496,21.89690722
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,Secondary,31 to 35,71,2269,31.95774648
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,Secondary,36 plus,5,254,50.8
202324,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,Secondary,Total,464,11019,23.74784483
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Infant (Reception plus KS1),1 to 30,243,6672,27.45679012
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Infant (Reception plus KS1),31 to 35,3,93,31
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Infant (Reception plus KS1),Total,246,6765,27.5
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,KS2,1 to 30,186,5201,27.96236559
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,KS2,31 to 35,145,4594,31.68275862
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,KS2,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,KS2,Total,331,9795,29.59214502
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Primary,1 to 30,488,12703,26.0307377
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Primary,31 to 35,148,4687,31.66891892
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Primary,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Primary,Total,636,17390,27.3427673
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Secondary,1 to 30,824,17261,20.94781553
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Secondary,31 to 35,72,2283,31.70833333
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Secondary,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Secondary,Total,896,19544,21.8125
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,Infant (Reception plus KS1),1 to 30,327,9048,27.66972477
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,Infant (Reception plus KS1),31 to 35,7,219,31.28571429
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,Infant (Reception plus KS1),Total,334,9267,27.74550898
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,KS2,1 to 30,409,11029,26.96577017
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,KS2,31 to 35,27,852,31.55555556
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,KS2,36 plus,2,75,37.5
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,KS2,Total,438,11956,27.29680365
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,Primary,1 to 30,784,20649,26.3380102
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,Primary,31 to 35,36,1133,31.47222222
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,Primary,36 plus,7,291,41.57142857
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,Primary,Total,827,22073,26.6904474
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,Secondary,1 to 30,622,14207,22.84083601
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,Secondary,31 to 35,40,1262,31.55
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,Secondary,36 plus,3,132,44
